1,56.17037,-9.938238,34.67559,2,57.43802,-8.675107,-178.5068,0,0,0,0,3,56.44566,83.67358,-13.65638,0,0,0,0
1,56.17037,-9.938238,34.67559,2,57.43802,-8.675107,-178.5068,4,58.98516,6.221271,-29.86133,3,56.44566,83.67358,-13.65638,0,0,0,0
1,56.17037,-9.938238,34.67559,2,57.43802,-8.675107,-178.5068,4,58.98516,6.221271,-29.86133,3,56.44566,83.67358,-13.65638,5,55.02113,-26.19324,-153.3199
1,55.2465,-37.84976,-106.2888,2,57.43802,-8.675107,-178.5068,4,58.98516,6.221271,-29.86133,3,56.44566,83.67358,-13.65638,5,55.02113,-26.19324,-153.3199
1,55.2465,-37.84976,-106.2888,2,57.24535,32.21579,-35.6064,4,58.98516,6.221271,-29.86133,3,56.44566,83.67358,-13.65638,5,55.02113,-26.19324,-153.3199
1,55.2465,-37.84976,-106.2888,2,57.24535,32.21579,-35.6064,4,58.98516,6.221271,-29.86133,3,55.66806,-11.72553,-88.26711,5,55.02113,-26.19324,-153.3199
1,55.2465,-37.84976,-106.2888,2,57.24535,32.21579,-35.6064,4,58.52259,-1.941477,143.3734,3,55.66806,-11.72553,-88.26711,5,55.02113,-26.19324,-153.3199
1,56.03989,-19.25569,59.16796,2,57.24535,32.21579,-35.6064,4,58.52259,-1.941477,143.3734,3,55.66806,-11.72553,-88.26711,5,54.37801,13.96337,141.2748
1,56.03989,-19.25569,59.16796,2,57.17657,1.391524,14.55036,4,58.52259,-1.941477,143.3734,3,57.013,30.65824,154.8052,5,54.37801,13.96337,141.2748
1,56.03989,-19.25569,59.16796,2,57.17657,1.391524,14.55036,4,59.49607,4.508321,19.88046,3,57.013,30.65824,154.8052,5,54.37801,13.96337,141.2748
1,56.03989,-19.25569,59.16796,2,57.17657,1.391524,14.55036,4,59.49607,4.508321,19.88046,3,57.013,30.65824,154.8052,5,55.20852,25.86963,10.14457
1,55.1118,-33.96408,-84.6509,2,57.17657,1.391524,14.55036,4,59.49607,4.508321,19.88046,3,57.013,30.65824,154.8052,5,55.20852,25.86963,10.14457
1,55.1118,-33.96408,-84.6509,2,57.14897,-13.91444,171.0708,4,59.49607,4.508321,19.88046,3,56.56218,1.485911,52.27963,5,55.20852,25.86963,10.14457
1,55.1118,-33.96408,-84.6509,2,57.14897,-13.91444,171.0708,4,58.69722,-33.74722,159.0554,3,56.56218,1.485911,52.27963,5,55.20852,25.86963,10.14457
1,55.1118,-33.96408,-84.6509,2,57.14897,-13.91444,171.0708,4,58.69722,-33.74722,159.0554,3,56.56218,1.485911,52.27963,5,60.14536,2.899182,-80.81587
1,56.27432,-13.4562,48.22573,2,57.14897,-13.91444,171.0708,4,58.69722,-33.74722,159.0554,3,56.56218,1.485911,52.27963,5,60.14536,2.899182,-80.81587
1,56.27432,-13.4562,48.22573,2,57.39108,-3.42417,-106.9541,4,58.69722,-33.74722,159.0554,3,56.56218,1.485911,52.27963,5,60.14536,2.899182,-80.81587
1,56.27432,-13.4562,48.22573,2,57.39108,-3.42417,-106.9541,4,58.69722,-33.74722,159.0554,3,55.76454,53.84784,-113.8585,5,60.14536,2.899182,-80.81587
1,56.27432,-13.4562,48.22573,2,57.39108,-3.42417,-106.9541,4,60.21708,-64.03927,60.90414,3,55.76454,53.84784,-113.8585,5,55.0467,-26.38065,-179.67
1,56.32741,-40.10112,-178.2107,2,57.78407,32.60066,18.42878,4,60.21708,-64.03927,60.90414,3,55.76454,53.84784,-113.8585,5,55.0467,-26.38065,-179.67
1,56.32741,-40.10112,-178.2107,2,57.78407,32.60066,18.42878,4,60.21708,-64.03927,60.90414,3,55.81649,-39.42923,-134.999,5,55.0467,-26.38065,-179.67
1,56.32741,-40.10112,-178.2107,2,57.78407,32.60066,18.42878,4,58.27811,-69.34533,-167.0351,3,55.81649,-39.42923,-134.999,5,55.0467,-26.38065,-179.67
1,56.32741,-40.10112,-178.2107,2,57.78407,32.60066,18.42878,4,58.27811,-69.34533,-167.0351,3,55.81649,-39.42923,-134.999,5,55.03778,5.418936,73.13884
1,55.69635,-7.457524,-5.730721,2,57.78407,32.60066,18.42878,4,58.27811,-69.34533,-167.0351,3,55.81649,-39.42923,-134.999,5,55.03778,5.418936,73.13884
1,55.69635,-7.457524,-5.730721,2,58.05455,-32.20214,82.18854,4,58.27811,-69.34533,-167.0351,3,57.46319,49.8611,116.7779,5,55.03778,5.418936,73.13884
1,55.69635,-7.457524,-5.730721,2,58.05455,-32.20214,82.18854,4,60.08782,-5.487587,-42.64303,3,57.46319,49.8611,116.7779,5,55.03778,5.418936,73.13884
1,55.69635,-7.457524,-5.730721,2,58.05455,-32.20214,82.18854,4,60.08782,-5.487587,-42.64303,3,57.46319,49.8611,116.7779,5,54.67743,18.70268,-44.44137
1,56.72113,-0.7673452,96.17265,2,57.30027,-18.75958,-150.6412,4,60.08782,-5.487587,-42.64303,3,57.46319,49.8611,116.7779,5,54.67743,18.70268,-44.44137
